"Age","Education","Marital_Status","Occupation","Sex","Hours_PW","Nationality","Income"
34,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
33,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
36,"Bachelors,","Never-married,","Exec-managerial,","Male,","55,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Sales,","Male,","55,","United-States,",">50K"
53,"10th,","Married-spouse-absent,","Machine-op-inspct,","Female,","40,","Columbia,","<=50K"
47,"HS-grad,","Divorced,","Exec-managerial,","Female,","45,","United-States,","<=50K"
49,"Assoc-voc,","Divorced,","Exec-managerial,","Male,","60,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","40,","United-States,","<=50K"
31,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
44,"Some-college,","Divorced,","Other-service,","Male,","80,","United-States,","<=50K"
19,"HS-grad,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
37,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
60,"HS-grad,","Widowed,","?,","Male,","35,","Poland,","<=50K"
23,"Some-college,","Never-married,","Handlers-cleaners,","Male,","25,","United-States,","<=50K"
44,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","65,","United-States,",">50K"
54,"HS-grad,","Married-civ-spouse,","Other-service,","Female,","35,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","38,","United-States,","<=50K"
21,"Some-college,","Never-married,","Other-service,","Female,","10,","United-States,","<=50K"
19,"Some-college,","Never-married,","Prof-specialty,","Male,","25,","United-States,","<=50K"
51,"Bachelors,","Married-civ-spouse,","Craft-repair,","Male,","20,","United-States,",">50K"
41,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
61,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","18,","United-States,",">50K"
19,"10th,","Married-spouse-absent,","Adm-clerical,","Female,","40,","United-States,","<=50K"
22,"Bachelors,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
49,"7th-8th,","Married-civ-spouse,","Prof-specialty,","Male,","32,","United-States,","<=50K"
35,"10th,","Divorced,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
56,"Assoc-voc,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
41,"Some-college,","Divorced,","Exec-managerial,","Female,","80,","United-States,","<=50K"
62,"Masters,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
27,"HS-grad,","Never-married,","Protective-serv,","Male,","40,","Japan,","<=50K"
55,"HS-grad,","Divorced,","?,","Female,","40,","England,","<=50K"
25,"HS-grad,","Never-married,","Sales,","Male,","42,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","75,","United-States,",">50K"
26,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
43,"HS-grad,","Divorced,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
53,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
43,"Bachelors,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
56,"HS-grad,","Divorced,","Craft-repair,","Male,","35,","United-States,","<=50K"
25,"Bachelors,","Married-civ-spouse,","Sales,","Male,","50,","United-States,","<=50K"
60,"Masters,","Divorced,","Prof-specialty,","Male,","40,","United-States,","<=50K"
28,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","Mexico,","<=50K"
40,"Bachelors,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"Some-college,","Never-married,","Craft-repair,","Female,","25,","United-States,","<=50K"
25,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","80,","United-States,",">50K"
18,"11th,","Never-married,","Sales,","Female,","10,","United-States,","<=50K"
32,"Assoc-acdm,","Married-civ-spouse,","Other-service,","Male,","35,","United-States,","<=50K"
27,"1st-4th,","Never-married,","Other-service,","Male,","35,","Dominican-Republic,","<=50K"
48,"HS-grad,","Widowed,","Machine-op-inspct,","Female,","16,","United-States,","<=50K"
20,"Some-college,","Never-married,","Sales,","Female,","25,","United-States,","<=50K"
55,"HS-grad,","Divorced,","Sales,","Female,","40,","England,","<=50K"
33,"Bachelors,","Never-married,","Prof-specialty,","Female,","50,","United-States,",">50K"
21,"Some-college,","Never-married,","Adm-clerical,","Female,","12,","United-States,","<=50K"
43,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","30,","United-States,","<=50K"
35,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
39,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,",">50K"
19,"HS-grad,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
25,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
44,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","72,","United-States,",">50K"
27,"Assoc-acdm,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
69,"10th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
34,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","Philippines,","<=50K"
20,"Some-college,","Never-married,","?,","Male,","35,","United-States,","<=50K"
37,"5th-6th,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Divorced,","Prof-specialty,","Female,","39,","United-States,","<=50K"
62,"HS-grad,","Married-civ-spouse,","?,","Male,","48,","United-States,","<=50K"
34,"Masters,","Married-civ-spouse,","Prof-specialty,","Female,","40,","United-States,",">50K"
31,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
42,"Doctorate,","Divorced,","Prof-specialty,","Female,","60,","United-States,",">50K"
26,"HS-grad,","Divorced,","Sales,","Female,","30,","United-States,","<=50K"
39,"Some-college,","Separated,","Other-service,","Female,","75,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Other-service,","Male,","40,","United-States,","<=50K"
54,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","30,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
34,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","38,","United-States,",">50K"
21,"Some-college,","Never-married,","Exec-managerial,","Male,","40,","United-States,","<=50K"
50,"5th-6th,","Married-civ-spouse,","Handlers-cleaners,","Male,","55,","?,","<=50K"
33,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
40,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
44,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
33,"Assoc-acdm,","Divorced,","Protective-serv,","Male,","56,","United-States,","<=50K"
21,"Some-college,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
35,"Bachelors,","Never-married,","Other-service,","Female,","60,","United-States,","<=50K"
43,"Some-college,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
57,"10th,","Separated,","?,","Male,","30,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","45,","United-States,","<=50K"
29,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
51,"HS-grad,","Separated,","Protective-serv,","Male,","40,","United-States,","<=50K"
35,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
18,"11th,","Never-married,","Sales,","Male,","20,","United-States,","<=50K"
58,"10th,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,","<=50K"
57,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
19,"HS-grad,","Never-married,","Sales,","Female,","20,","United-States,","<=50K"
37,"Some-college,","Separated,","Other-service,","Female,","40,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Sales,","Male,","44,","United-States,","<=50K"
45,"Some-college,","Married-spouse-absent,","Adm-clerical,","Female,","40,","United-States,","<=50K"
27,"Some-college,","Married-civ-spouse,","Prof-specialty,","Male,","40,","Cambodia,",">50K"
64,"7th-8th,","Widowed,","?,","Female,","40,","United-States,","<=50K"
38,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","72,","United-States,","<=50K"
30,"HS-grad,","Divorced,","Craft-repair,","Male,","30,","United-States,","<=50K"
46,"Bachelors,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
18,"10th,","Never-married,","?,","Female,","30,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Sales,","Male,","40,","United-States,",">50K"
30,"HS-grad,","Separated,","Transport-moving,","Male,","44,","United-States,","<=50K"
47,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
27,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
44,"Some-college,","Divorced,","Sales,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Transport-moving,","Male,","40,","United-States,","<=50K"
54,"Bachelors,","Never-married,","Exec-managerial,","Male,","50,","United-States,",">50K"
58,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","35,","United-States,","<=50K"
45,"Bachelors,","Never-married,","Transport-moving,","Male,","30,","United-States,","<=50K"
59,"Some-college,","Married-civ-spouse,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
29,"Assoc-acdm,","Never-married,","Priv-house-serv,","Female,","50,","United-States,","<=50K"
27,"HS-grad,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Tech-support,","Male,","20,","United-States,",">50K"
44,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
33,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","70,","United-States,",">50K"
27,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
33,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
55,"Assoc-voc,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
32,"Assoc-voc,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,","<=50K"
31,"Assoc-voc,","Married-civ-spouse,","Handlers-cleaners,","Male,","45,","United-States,","<=50K"
57,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","60,","United-States,",">50K"
30,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","45,","United-States,",">50K"
78,"HS-grad,","Widowed,","?,","Female,","1,","United-States,","<=50K"
28,"Bachelors,","Never-married,","Sales,","Female,","48,","United-States,","<=50K"
30,"Some-college,","Never-married,","Sales,","Male,","40,","South,","<=50K"
29,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
66,"HS-grad,","Never-married,","Other-service,","Female,","3,","United-States,","<=50K"
60,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,",">50K"
31,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,","<=50K"
26,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
24,"HS-grad,","Never-married,","Handlers-cleaners,","Male,","45,","United-States,","<=50K"
29,"Bachelors,","Never-married,","Sales,","Male,","50,","United-States,",">50K"
44,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","45,","United-States,",">50K"
34,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","55,","United-States,",">50K"
59,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","43,","United-States,",">50K"
23,"Bachelors,","Never-married,","Exec-managerial,","Male,","24,","United-States,","<=50K"
23,"11th,","Never-married,","Other-service,","Male,","40,","Philippines,","<=50K"
55,"Assoc-voc,","Separated,","Prof-specialty,","Female,","35,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
39,"11th,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
57,"7th-8th,","Divorced,","Transport-moving,","Male,","75,","United-States,","<=50K"
35,"HS-grad,","Divorced,","Sales,","Female,","40,","United-States,","<=50K"
39,"Assoc-voc,","Married-civ-spouse,","Protective-serv,","Male,","48,","United-States,",">50K"
47,"HS-grad,","Married-civ-spouse,","Sales,","Female,","38,","United-States,",">50K"
53,"Doctorate,","Married-civ-spouse,","Adm-clerical,","Male,","50,","United-States,",">50K"
23,"Some-college,","Never-married,","Sales,","Male,","25,","United-States,","<=50K"
35,"Masters,","Never-married,","Craft-repair,","Male,","50,","United-States,",">50K"
44,"Some-college,","Divorced,","Farming-fishing,","Female,","40,","United-States,","<=50K"
28,"HS-grad,","Never-married,","Other-service,","Female,","25,","United-States,","<=50K"
26,"Bachelors,","Never-married,","Exec-managerial,","Female,","40,","Poland,","<=50K"
23,"HS-grad,","Never-married,","Exec-managerial,","Male,","45,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","25,","Ireland,","<=50K"
49,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
36,"Some-college,","Never-married,","Craft-repair,","Male,","60,","United-States,","<=50K"
36,"HS-grad,","Divorced,","Other-service,","Female,","36,","United-States,","<=50K"
41,"5th-6th,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
21,"Assoc-acdm,","Married-civ-spouse,","Adm-clerical,","Female,","46,","United-States,",">50K"
54,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,",">50K"
43,"Some-college,","Married-spouse-absent,","Other-service,","Female,","40,","United-States,","<=50K"
35,"Some-college,","Divorced,","Adm-clerical,","Female,","40,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","50,","United-States,",">50K"
46,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","India,","<=50K"
46,"HS-grad,","Separated,","Sales,","Female,","40,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
45,"Masters,","Married-civ-spouse,","?,","Female,","1,","United-States,","<=50K"
21,"HS-grad,","Never-married,","Adm-clerical,","Male,","40,","United-States,","<=50K"
51,"Masters,","Married-civ-spouse,","Exec-managerial,","Male,","50,","United-States,",">50K"
47,"Some-college,","Divorced,","Prof-specialty,","Male,","20,","United-States,","<=50K"
42,"5th-6th,","Married-spouse-absent,","Craft-repair,","Male,","40,","Puerto-Rico,","<=50K"
19,"Some-college,","Never-married,","Sales,","Female,","30,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
37,"Masters,","Married-civ-spouse,","Tech-support,","Male,","60,","United-States,",">50K"
35,"12th,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
40,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","30,","United-States,","<=50K"
57,"11th,","Married-civ-spouse,","Sales,","Male,","15,","United-States,","<=50K"
38,"HS-grad,","Married-civ-spouse,","Tech-support,","Male,","50,","United-States,",">50K"
48,"10th,","Divorced,","Sales,","Female,","38,","United-States,","<=50K"
34,"Some-college,","Divorced,","Other-service,","Female,","34,","United-States,","<=50K"
46,"Some-college,","Divorced,","Transport-moving,","Male,","40,","United-States,","<=50K"
30,"HS-grad,","Never-married,","Adm-clerical,","Male,","38,","?,","<=50K"
45,"Masters,","Divorced,","Protective-serv,","Male,","50,","United-States,","<=50K"
32,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
35,"HS-grad,","Never-married,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
62,"Some-college,","Never-married,","Craft-repair,","Female,","39,","United-States,",">50K"
56,"HS-grad,","Married-civ-spouse,","?,","Male,","40,","United-States,","<=50K"
50,"Assoc-voc,","Married-civ-spouse,","Other-service,","Male,","40,","United-States,","<=50K"
25,"Bachelors,","Never-married,","Tech-support,","Male,","40,","United-States,","<=50K"
41,"Some-college,","Never-married,","Sales,","Male,","33,","United-States,","<=50K"
35,"HS-grad,","Never-married,","Other-service,","Female,","27,","United-States,","<=50K"
33,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","41,","United-States,",">50K"
38,"Assoc-acdm,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,",">50K"
37,"Bachelors,","Never-married,","Prof-specialty,","Male,","40,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,",">50K"
19,"7th-8th,","Never-married,","Craft-repair,","Male,","32,","United-States,","<=50K"
31,"9th,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,","<=50K"
53,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","?,",">50K"
33,"HS-grad,","Separated,","Handlers-cleaners,","Male,","35,","Puerto-Rico,","<=50K"
72,"1st-4th,","Divorced,","Other-service,","Male,","40,","United-States,","<=50K"
54,"HS-grad,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,",">50K"
30,"Bachelors,","Never-married,","Machine-op-inspct,","Female,","40,","United-States,","<=50K"
51,"Doctorate,","Never-married,","Prof-specialty,","Male,","40,","United-States,",">50K"
30,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","50,","United-States,",">50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Male,","50,","United-States,","<=50K"
32,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","16,","United-States,","<=50K"
30,"Some-college,","Never-married,","Sales,","Male,","50,","United-States,",">50K"
35,"Masters,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,","<=50K"
40,"Some-college,","Divorced,","Adm-clerical,","Female,","44,","United-States,",">50K"
38,"Bachelors,","Divorced,","Prof-specialty,","Female,","40,","United-States,","<=50K"
19,"10th,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
32,"Some-college,","Never-married,","Prof-specialty,","Male,","44,","United-States,","<=50K"
49,"Masters,","Married-spouse-absent,","Adm-clerical,","Female,","40,","United-States,","<=50K"
76,"Bachelors,","Married-civ-spouse,","?,","Male,","10,","United-States,","<=50K"
60,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,","<=50K"
60,"9th,","Married-civ-spouse,","Sales,","Male,","40,","United-States,","<=50K"
55,"Doctorate,","Married-civ-spouse,","Exec-managerial,","Male,","80,","United-States,",">50K"
41,"Bachelors,","Divorced,","Tech-support,","Female,","30,","?,","<=50K"
24,"HS-grad,","Never-married,","Craft-repair,","Male,","40,","United-States,","<=50K"
53,"Masters,","Married-civ-spouse,","Sales,","Male,","60,","United-States,",">50K"
69,"Some-college,","Widowed,","Adm-clerical,","Female,","38,","United-States,","<=50K"
71,"Some-college,","Married-civ-spouse,","?,","Male,","30,","United-States,","<=50K"
41,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Female,","40,","United-States,",">50K"
32,"HS-grad,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
45,"11th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
59,"Bachelors,","Divorced,","Exec-managerial,","Male,","40,","United-States,","<=50K"
31,"HS-grad,","Never-married,","Other-service,","Female,","35,","United-States,","<=50K"
40,"HS-grad,","Separated,","Adm-clerical,","Female,","37,","United-States,","<=50K"
44,"Assoc-voc,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,",">50K"
63,"Some-college,","Divorced,","Sales,","Female,","60,","United-States,","<=50K"
31,"Some-college,","Married-civ-spouse,","Protective-serv,","Male,","56,","United-States,",">50K"
51,"Bachelors,","Never-married,","Adm-clerical,","Male,","20,","United-States,","<=50K"
51,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","Philippines,","<=50K"
23,"HS-grad,","Never-married,","Sales,","Male,","40,","United-States,","<=50K"
49,"7th-8th,","Married-civ-spouse,","Machine-op-inspct,","Male,","48,","United-States,","<=50K"
56,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","45,","United-States,","<=50K"
39,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
39,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
30,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
43,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","50,","Germany,","<=50K"
31,"Some-college,","Never-married,","Craft-repair,","Male,","50,","United-States,","<=50K"
44,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","35,","United-States,","<=50K"
43,"Prof-school,","Married-civ-spouse,","Prof-specialty,","Male,","30,","United-States,",">50K"
37,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","72,","?,",">50K"
41,"Some-college,","Married-civ-spouse,","Adm-clerical,","Male,","46,","United-States,",">50K"
43,"HS-grad,","Married-civ-spouse,","Adm-clerical,","Male,","40,","United-States,",">50K"
47,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
38,"Prof-school,","Never-married,","Prof-specialty,","Male,","45,","United-States,",">50K"
46,"Assoc-voc,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
19,"Some-college,","Never-married,","Other-service,","Female,","40,","United-States,","<=50K"
19,"5th-6th,","Never-married,","Other-service,","Male,","50,","Guatemala,","<=50K"
24,"Bachelors,","Married-civ-spouse,","Sales,","Male,","45,","United-States,",">50K"
39,"Some-college,","Married-civ-spouse,","Farming-fishing,","Male,","65,","United-States,","<=50K"
37,"Assoc-voc,","Divorced,","Machine-op-inspct,","Female,","30,","United-States,","<=50K"
28,"Bachelors,","Never-married,","?,","Female,","40,","Germany,","<=50K"
40,"HS-grad,","Divorced,","Craft-repair,","Male,","40,","United-States,","<=50K"
27,"Assoc-acdm,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
22,"HS-grad,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
21,"Some-college,","Never-married,","Handlers-cleaners,","Male,","12,","United-States,","<=50K"
32,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Female,","40,","United-States,","<=50K"
20,"HS-grad,","Separated,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
45,"Masters,","Divorced,","Transport-moving,","Male,","48,","United-States,",">50K"
46,"Prof-school,","Married-civ-spouse,","Protective-serv,","Male,","40,","United-States,",">50K"
46,"Assoc-voc,","Divorced,","Exec-managerial,","Female,","45,","United-States,","<=50K"
26,"Some-college,","Never-married,","Protective-serv,","Male,","44,","United-States,","<=50K"
47,"Bachelors,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
22,"Some-college,","Never-married,","Prof-specialty,","Female,","10,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,","<=50K"
49,"1st-4th,","Married-civ-spouse,","Craft-repair,","Male,","40,","Portugal,","<=50K"
20,"Some-college,","Never-married,","Handlers-cleaners,","Male,","25,","United-States,","<=50K"
28,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","45,","United-States,","<=50K"
30,"11th,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
23,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
20,"9th,","Never-married,","Priv-house-serv,","Male,","40,","Mexico,","<=50K"
31,"Some-college,","Married-civ-spouse,","Other-service,","Male,","55,","Mexico,","<=50K"
46,"1st-4th,","Never-married,","Machine-op-inspct,","Male,","40,","Puerto-Rico,","<=50K"
42,"HS-grad,","Separated,","Adm-clerical,","Female,","40,","United-States,","<=50K"
60,"7th-8th,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
30,"Bachelors,","Never-married,","Prof-specialty,","Male,","50,","United-States,","<=50K"
27,"Some-college,","Married-civ-spouse,","Transport-moving,","Male,","48,","United-States,","<=50K"
20,"9th,","Never-married,","Sales,","Female,","32,","United-States,","<=50K"
56,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
41,"Some-college,","Married-civ-spouse,","Exec-managerial,","Male,","60,","United-States,",">50K"
61,"HS-grad,","Married-civ-spouse,","Machine-op-inspct,","Male,","40,","United-States,","<=50K"
47,"HS-grad,","Divorced,","Exec-managerial,","Female,","40,","United-States,",">50K"
60,"9th,","Married-civ-spouse,","Machine-op-inspct,","Male,","37,","United-States,","<=50K"
33,"9th,","Married-civ-spouse,","Machine-op-inspct,","Male,","50,","United-States,","<=50K"
40,"Some-college,","Married-civ-spouse,","?,","Female,","25,","United-States,","<=50K"
48,"Bachelors,","Married-civ-spouse,","Prof-specialty,","Male,","45,","Canada,",">50K"
56,"HS-grad,","Married-civ-spouse,","Handlers-cleaners,","Male,","40,","United-States,",">50K"
50,"Assoc-voc,","Married-civ-spouse,","Transport-moving,","Male,","55,","United-States,",">50K"
57,"Masters,","Married-civ-spouse,","Prof-specialty,","Male,","40,","United-States,",">50K"
20,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
46,"Assoc-voc,","Divorced,","Tech-support,","Female,","36,","United-States,","<=50K"
21,"Some-college,","Never-married,","Prof-specialty,","Female,","40,","United-States,","<=50K"
37,"HS-grad,","Married-civ-spouse,","Exec-managerial,","Male,","40,","United-States,","<=50K"
42,"Some-college,","Married-civ-spouse,","Tech-support,","Male,","40,","United-States,","<=50K"
20,"HS-grad,","Never-married,","Other-service,","Female,","30,","United-States,","<=50K"
54,"Doctorate,","Married-civ-spouse,","Prof-specialty,","Male,","50,","United-States,",">50K"
32,"HS-grad,","Married-civ-spouse,","Transport-moving,","Female,","22,","United-States,","<=50K"
62,"Some-college,","Married-civ-spouse,","?,","Female,","1,","United-States,","<=50K"
50,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,",">50K"
49,"Some-college,","Never-married,","Adm-clerical,","Female,","40,","United-States,","<=50K"
48,"Assoc-acdm,","Married-civ-spouse,","Transport-moving,","Male,","50,","United-States,","<=50K"
24,"Some-college,","Never-married,","Sales,","Female,","40,","United-States,","<=50K"
46,"Masters,","Married-civ-spouse,","Tech-support,","Male,","40,","Philippines,",">50K"
42,"HS-grad,","Divorced,","Other-service,","Female,","40,","United-States,","<=50K"
52,"Some-college,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
58,"Assoc-acdm,","Widowed,","Adm-clerical,","Female,","40,","United-States,","<=50K"
37,"Some-college,","Divorced,","Tech-support,","Female,","40,","United-States,","<=50K"
34,"HS-grad,","Married-civ-spouse,","Craft-repair,","Male,","40,","United-States,","<=50K"
